 limited, 0.010739868281316395
 accountusually, 0.006775341900956569
 childs, 0.004286965751269468
 stamps, 0.012513688640511184
 dollar, 0.003152306934132763
 month, 0.009689496077908909
 postponing, 0.006256844320255592
 supplement, 0.02001034785385241
 cooperative, 0.008763465958175053
 welfare, 0.004038684402879496
 lla, 0.003830859684851651
 contributions, 0.003115238472658016
 children, 0.004851969270807881
 issues, 0.007462225339921872
 eligible, 0.05822363124969457
 disability, 0.09657101017664035
 pensions, 0.011207229244690234
 charge, 0.003597711914015392
 program, 0.02966089326113047
 months, 0.008297275513883198
 safety, 0.002976857929639816
 include, 0.006578510593703043
 worth, 0.008077368805758992
 resources, 0.007152161747044336
 division, 0.0032704313844281793
 retire, 0.0058889644322098365
 premium, 0.009434474307196768
 risk, 0.003115238472658016
 divisions, 0.004595357128273161
 provider, 0.009434474307196768
 7721213, 0.006775341900956569
 choice, 0.006088354563845927
 wishes, 0.004484089382762125
 decide, 0.003830859684851651
 condition, 0.0030441772819229636
 governments, 0.005169239472009873
 entire, 0.006801176565045469
 school, 0.0024259846354039404
 level, 0.005896869248802331
 companies, 0.005587729046899392
 fewer, 0.0050025869634631025
 standards, 0.002793864523449696
 form, 0.0039914264661500476
 refer, 0.004484089382762125
 591, 0.006775341900956569
 compensated, 0.006256844320255592
 estimates, 0.005370466851508859
 rate, 0.002793864523449696
 cost, 0.005422668890537318
 patient, 0.003545509874986933
 qmb, 0.006256844320255592
 spouses, 0.016111400554526575
 unavailable, 0.006256844320255592
 brackets, 0.006775341900956569
 religious, 0.0030792143333144145
 assistance, 0.03152306934132763
 slmb, 0.006256844320255592
 paying, 0.008763465958175053
 goes, 0.006624724208301348
 certificates, 0.005603614622345117
 net, 0.0041162094947163694
 appeal, 0.013602353130090937
 public, 0.006944947370009926
 full, 0.011520523050393583
 simultaneously, 0.004717237153598384
 chose, 0.005370466851508859
 exchange, 0.0030792143333144145
 eligibility, 0.030015521780778615
 prescribe, 0.006256844320255592
 jointly, 0.005603614622345117
 understanding, 0.012609227736531052
 remarried, 0.006775341900956569
 met, 0.002976857929639816
 poverty, 0.007536936341136981
 address, 0.002793864523449696
 represented, 0.004198739572897407
 consideration, 0.003830859684851651
 100, 0.004727186242241558
 selfemployment, 0.006256844320255592
 selfemployed, 0.013550683801913137
 publishes, 0.0050025869634631025
 sending, 0.0043817329790875265
 enroll, 0.006256844320255592
 engage, 0.009434474307196768
 receive, 0.04078068379239314
 items, 0.012596218718692221
 employees, 0.009456920802398289
 larger, 0.004198739572897407
 funded, 0.012596218718692221
 reason, 0.006020149328341679
 commonly, 0.018868948614393536
 example, 0.004494521847853511
 amount, 0.04870683651076742
 supplements, 0.006775341900956569
 fulltime, 0.005603614622345117
 grandchild, 0.006775341900956569
 social, 0.08977787711439547
 usually, 0.00957144623647635
 military, 0.0023840539156814457
 residents, 0.011492579054554952
 specialize, 0.006256844320255592
 examinations, 0.005370466851508859
 retired, 0.00896817876552425
 family, 0.00679778839615809
 nearest, 0.005603614622345117
 private, 0.012346685016378277
 losing, 0.0041162094947163694
 addressed, 0.008573931502538936
 retires, 0.006256844320255592
 drawback, 0.006256844320255592
 names, 0.004038684402879496
 apply, 0.016352156922140895
 rarely, 0.006256844320255592
 armed, 0.004038684402879496
 fee, 0.008397479145794815
 takes, 0.003152306934132763
 certificate, 0.014151711460795153
 hospital, 0.033123621041506734
 contains, 0.003652135973374466
 visit, 0.006801176565045469
 chooses, 0.005603614622345117
 live, 0.0034005882825227343
 call, 0.0024474771140693893
 certified, 0.015520029660048604
 vehicle, 0.0034470942213601706
 terminally, 0.005370466851508859
 7822570, 0.006775341900956569
 started, 0.0038964521329175727
 outpatient, 0.010005173926926205
 2528635, 0.006775341900956569
 confused, 0.011777928864419673
 initiates, 0.0058889644322098365
 known, 0.007277953906211821
 supplemental, 0.03533378659325902
 circumstances, 0.002765758504627733
 organizations, 0.002765758504627733
 account, 0.0050284216275520025
 1995, 0.004608209220157434
 divorced, 0.006775341900956569
 rights, 0.0012041029921463493
 car, 0.003355714472022389
 originally, 0.008232418989432739
 clients, 0.003495355510340793
 labeled, 0.006256844320255592
 publications, 0.0026591324062401993
 exceptions, 0.004484089382762125
 rehabilitation, 0.003965591802061148
 claim, 0.003115238472658016
 feeforservice, 0.015323438739406604
 nursing, 0.019154298424258254
 estate, 0.007931183604122295
 process, 0.006079585549272617
 household, 0.009434474307196768
 tax, 0.015396071666572069
 purposes, 0.0030792143333144145
 costofliving, 0.006775341900956569
 council, 0.0058889644322098365
 appointment, 0.004851969270807881
 clothing, 0.004717237153598384
 information, 0.007502826941523557
 united, 0.007142428117510958
 requirements, 0.005645204381559389
 january, 0.0030100746641708396
 provide, 0.012946798879057383
 comfort, 0.004717237153598384
 carries, 0.004851969270807881
 delay, 0.0043817329790875265
 dependent, 0.0041162094947163694
 varies, 0.005173343220016201
 occasionally, 0.009703938541615761
 earnings, 0.010005173926926205
 springfield, 0.003965591802061148
 intended, 0.023378712797505433
 141, 0.005370466851508859
 farm, 0.003965591802061148
 earlier, 0.003152306934132763
 tied, 0.005173343220016201
 membership, 0.003229832025969637
 produce, 0.0037089796595264277
 4500, 0.0058889644322098365
 restructuring, 0.005370466851508859
 enrolled, 0.010740933703017718
 law, 0.008935761991726106
 bloom, 0.005603614622345117
 parallel, 0.0050025869634631025
 types, 0.0074747312504095855
 third, 0.002684967070329099
 applicant, 0.02241445848938047
 needy, 0.006775341900956569
 ambulance, 0.0058889644322098365
 counted, 0.018770532960766775
 bathing, 0.0058889644322098365
 help, 0.011520523050393583
 office, 0.01070317412769611
 claimant, 0.013550683801913137
 corporationall, 0.003830859684851651
 forfeit, 0.0058889644322098365
 soon, 0.0034005882825227343
 ffp, 0.012513688640511184
 disabled, 0.050548928411004765
 held, 0.0025142108137760012
 paper, 0.001487405127628748
 including, 0.0034675251094971786
 avenue, 0.003965591802061148
 25, 0.0023840539156814457
 aid, 0.008833446648314754
 22, 0.0030100746641708396
 dependency, 0.0050025869634631025
 personal, 0.005515042156678163
 labor, 0.0028226021907796946
 survivors, 0.04002069570770482
 permanent, 0.003355714472022389
 choose, 0.0038964521329175727
 disagrees, 0.0058889644322098365
 latitude, 0.004484089382762125
 covered, 0.0431725429681847
 transfers, 0.004851969270807881
 secondary, 0.004484089382762125
 qualifies, 0.01766689329662951
 recipients, 0.013786071384819482
 food, 0.008381593570349087
 largest, 0.0065408627688563585
 awarding, 0.005370466851508859
 qualified, 0.024259846354039404
 therapy, 0.003652135973374466
 effects, 0.0020110280553854018
 permissible, 0.011777928864419673
 half, 0.0037684681705684904
 provision, 0.0041162094947163694
 bank, 0.0026338093534317856
 applicants, 0.020693372880064804
 term, 0.0027033008030109724
 attorneys, 0.003652135973374466
 name, 0.00260897804159406
 fully, 0.006624724208301348
 filling, 0.0058889644322098365
 earned, 0.005603614622345117
 entirely, 0.008573931502538936
 bills, 0.008232418989432739
 notifies, 0.006256844320255592
 financial, 0.013157021187406087
 mental, 0.006894188442720341
 receipt, 0.005173343220016201
 reduce, 0.006459664051939274
 related, 0.008989043695707022
 elementary, 0.004038684402879496
 books, 0.002976857929639816
 aids, 0.0038964521329175727
 insurance, 0.08930573788919448
 living, 0.008467806572339084
 alcohol, 0.0043817329790875265
 space, 0.002765758504627733
 testify, 0.0050025869634631025
 research, 0.0015289948868430193
 health, 0.04390008967875473
 entitlements, 0.006775341900956569
 formula, 0.025866716100081004
 receiving, 0.012596218718692221
 integrated, 0.004198739572897407
 resume, 0.005603614622345117
 payroll, 0.020326025702869704
 1984, 0.004038684402879496
 free, 0.0036766947711187755
 workforce, 0.005173343220016201
 qualify, 0.035872715062097
 rises, 0.005173343220016201
 card, 0.004198739572897407
 care, 0.05377505180488218
 advance, 0.003965591802061148
 training, 0.0027382569634244545
 benefits, 0.18165940783300014
 created, 0.0046869091144458065
 determining, 0.007304271946748932
 days, 0.002684967070329099
 americas, 0.003597711914015392
 american, 0.00145707708847617
 due, 0.0024259846354039404
 dentures, 0.006256844320255592
 automobile, 0.004484089382762125
 nonprofit, 0.0029444822161049183
 widow, 0.006256844320255592
 south, 0.0023434545572229033
 designed, 0.009619389682530287
 blind, 0.02685233425754429
 major, 0.0034452011456946536
 appeals, 0.01714786300507787
 student, 0.0030441772819229636
 surviving, 0.008763465958175053
 primary, 0.003115238472658016
 hearing, 0.007417959319052855
 elder, 0.0050025869634631025
 americans, 0.0037089796595264277
 specifically, 0.002882090701821757
 owner, 0.0041162094947163694
 millions, 0.007931183604122295
 publication, 0.03358991658317926
 service, 0.006033084166156205
 leading, 0.0020422191719124596
 financed, 0.005370466851508859
 system, 0.01118797695301351
 approximately, 0.007091019749973866
